developer,release_year,total_items,free_items,percentage_free
"Shokunin,Thomas M. Visser,Vincent Thiele",2016,3,0,0.00%
Shoor Games,2016,4,0,0.00%
Shorebound Studios,2008,2,0,0.00%
Shorebound Studios,2014,8,0,0.00%
Shorebound Studios,2015,2,0,0.00%
Shortbreak Studios s.c.,2014,2,0,0.00%
Shortbreak Studios s.c.,2016,4,0,0.00%
Shotgun Surgeon,2016,2,0,0.00%
Shotgun Surgeons,2016,3,0,0.00%
Shrimasis Rout,2016,3,0,0.00%
Shrimasis Rout,2017,3,0,0.00%
Shrimpcave Industries,2016,4,0,0.00%
Shugasu UG,2016,2,0,0.00%
Shumkov Dmitriy,2014,3,0,0.00%
Shumkov Dmitriy,2015,2,0,0.00%
SiBear,2016,2,0,0.00%
SiBear Games,Unavailable data,5,0,0.00%
Siactro,2017,2,0,0.00%
Siberian Digital,Unavailable data,5,0,0.00%
Sick Puppies,2003,1,0,0.00%
"Siddhartha Barnhoorn,Vivid Helix",2017,2,0,0.00%
SideKick,2013,1,0,0.00%
"Sideline Amusements,Gonzo Games",2014,3,0,0.00%
Sidhe,2010,2,0,0.00%
Sidhe,2012,2,0,0.00%
Sidi Games,2017,2,0,0.00%
Siege Games,2016,4,0,0.00%
Sierra,1987,1,0,0.00%
Sierra,1989,1,0,0.00%
Sierra,1995,1,0,0.00%
Sierra,1996,1,0,0.00%
Sierra,2001,2,0,0.00%
Sierra,2006,2,0,0.00%
Sierra On-Line,1993,1,0,0.00%
Sierra On-Line,1995,1,0,0.00%
Sierra On-Line,1999,1,0,0.00%
Sigma Team Inc.,2003,3,0,0.00%
Sigma Team Inc.,2007,3,0,0.00%
Sigma Team Inc.,2009,9,0,0.00%
Sigma Team Inc.,2012,3,0,0.00%
Sigma Team Inc.,2017,3,0,0.00%
Signal Studios,2012,4,0,0.00%
"Signal Studios,Krome Studios",2015,10,0,0.00%
"Signal Studios,Krome Studios",2016,5,0,0.00%
"Signal Studios,Smart Ghost",2015,5,0,0.00%
Sigtrap Games,2015,2,0,0.00%
Sijawa Production,2017,4,0,0.00%
Silden,2013,2,0,0.00%
Silden,2015,3,0,0.00%
Silden,2017,2,0,0.00%
Sileni Studios,2015,2,0,0.00%
Silent Dreams,2014,5,0,0.00%
Silent Dreams,2016,7,0,0.00%
Silent Legends,2017,5,0,0.00%
Silent Parrot Studio,2017,3,0,0.00%
SilentFuture,2006,2,0,0.00%
SilentFuture,2016,4,0,0.00%
Silentplaygames,2017,2,0,0.00%
Silesia Games Sp. z o.o.,2014,3,0,0.00%
Silhouette Wolf,2017,4,0,0.00%
Silicon Jelly,2015,3,0,0.00%
Silicon Jelly,2016,4,0,0.00%
Silk Games,2014,3,0,0.00%
Silk Games,2016,3,0,0.00%
Silky Smooth Studio,2017,5,0,0.00%
Sillysoft Games,2015,6,0,0.00%
Sillysoft Games,2017,2,0,0.00%
Silver Cow Studio,2015,3,0,0.00%
Silver Cow Studio,2016,3,0,0.00%
Silver Dog Games,2017,4,0,0.00%
Silver Dollar Games,2014,3,0,0.00%
Silver Goblet Games,2015,4,0,0.00%
Silver Legends,2016,2,0,0.00%
Silver Lemur Games,2016,3,0,0.00%
Silver Lemur Games,2017,4,0,0.00%
Silver Moon Internet,2017,1,0,0.00%
"Silver Moon Internet,银月网络",2016,2,0,0.00%
Silver Wish Games,2010,1,0,0.00%
SilverBlade,2017,1,0,0.00%
Silverline Studios,2016,6,0,0.00%
"Silverlode Interactive,Wasatch Games",2008,4,0,0.00%
"Silverware Games, Inc.",2015,3,0,0.00%
Sim-plistic Studios,2017,3,0,0.00%
"Sim-wings,Aerosoft GmbH",2015,1,0,0.00%
"Sim-wings,Aerosoft GmbH",2017,1,0,0.00%
SimBin,2006,1,0,0.00%
SimBin,2007,2,0,0.00%
SimBin,2008,3,0,0.00%
SimBin,2009,1,0,0.00%
SimBin,2011,4,0,0.00%
SimBin Studios AB,2005,3,0,0.00%
SimBin Studios AB,2006,3,0,0.00%
SimBin Studios AB,2012,2,0,0.00%
SimDesign,2016,3,0,0.00%
SimProse Studios,2015,7,0,0.00%
SimProse Studios,2016,9,0,0.00%
SimProse Studios,2017,16,0,0.00%
SimTeam,2017,1,0,0.00%
SimTex,1996,2,0,0.00%
SimaGames,2015,3,0,0.00%
Simen Skogly Russnes,2017,3,0,0.00%
Simgames.ch,2017,1,0,0.00%
Simogo,2014,2,0,0.00%
Simon Blasen,2017,4,0,0.00%
Simon Christiansen,2016,2,0,0.00%
Simon Prefontaine,2016,2,0,0.00%
Simon Roth,2013,4,0,0.00%
Simon Says: Play!,2015,2,0,0.00%
Simon Says: Play!,2016,2,0,0.00%
Simple Blue,2017,1,0,0.00%
Simple Designs Gaming,2016,3,0,0.00%
Simple Interactive Games,2017,3,0,0.00%
SimpleGhost,2017,5,0,0.00%
SimplexGameStudio,2015,7,0,0.00%
SimplexGameStudio,2016,9,0,0.00%
Simtech Vision,2017,1,0,0.00%
Sinclair Strange,2014,6,0,0.00%
Sinclair Strange,2015,2,0,0.00%
Sinclair Strange,2017,3,0,0.00%
Sindie Games,2016,2,0,0.00%
Sinergia Studios,2017,4,0,0.00%
Singe Studio,2015,4,0,0.00%
Sinister,2015,5,0,0.00%
Sinister Cyclops Game Studio,2017,2,0,0.00%
Sinister Design,2015,3,0,0.00%
Sinister Systems,2016,5,0,0.00%
SinksAdventure,2017,3,0,0.00%
SionoiS,2016,5,0,0.00%
Sir Bedlam Productions,2016,3,0,0.00%
Sir-Tech,2013,4,0,0.00%
Sir-Tech Canada,2001,2,0,0.00%
"Sir-Tech,Madlab Software",1994,3,0,0.00%
Sirlin Games,2015,8,0,0.00%
Sirlin Games,2017,5,0,0.00%
Sixteen Tons Entertainment,2005,2,0,0.00%
Sixteen Tons Entertainment,2006,2,0,0.00%
Sixteen Tons Entertainment,2013,1,0,0.00%
Sixteen Tons Entertainment,2017,2,0,0.00%
Sixth Line Studios,2016,3,0,0.00%
Size Five Games,2009,2,0,0.00%
Size Five Games,2015,3,0,0.00%
Size Five Games,2017,4,0,0.00%
Ska Studios,2016,3,0,0.00%
Skandivania Games,2017,3,0,0.00%
Skarond,2016,4,0,0.00%
Skatanic Studios,2015,2,0,0.00%
Skatanic Studios,2016,20,0,0.00%
Skelefactor,2016,4,0,0.00%
"Skeleton Crew Studio,Thomas Olsson",2017,2,0,0.00%
Skeleton Crew Studios,2017,5,0,0.00%
SketchTech,2016,4,0,0.00%
SketchTech,2017,3,0,0.00%
Sketchy Logic,2015,4,0,0.00%
Skilltree Studios,2015,4,0,0.00%
Skinny Jean Death Studios,2015,10,0,0.00%
"Skinny Jean Death Studios,Porcelain Labs",2016,4,0,0.00%
Skip32,2017,2,0,0.00%
Skirmish Entertainment,2016,6,0,0.00%
Skobbejak Games,2015,9,0,0.00%
Skobbejak Games,2016,3,0,0.00%
Skobbejak Games,2017,4,0,0.00%
Skot Leach,2016,1,0,0.00%
Skunk Software,2016,3,0,0.00%
Skunkape Interactive,2015,2,0,0.00%
Skunkape Interactive,2017,2,0,0.00%
Skunkwerks Kinetic,2017,3,0,0.00%
Sky Drake Studios,2014,5,0,0.00%
Sky Fallen,2009,1,0,0.00%
SkyBox Labs,2016,4,0,0.00%
SkyBox Labs,2017,6,0,0.00%
"SkyBox Labs,Big Huge Games",2014,2,0,0.00%
"SkyBox Labs,Forgotten Empires",2013,1,0,0.00%
"SkyBox Labs,Forgotten Empires",2015,1,0,0.00%
"SkyBox Labs,Forgotten Empires",2016,3,0,0.00%
"SkyFallen Entertainment,1C Company,1C-SoftClub",2009,2,0,0.00%
SkyGoblin,2013,2,0,0.00%
SkyGoblin,2014,2,0,0.00%
SkyGoblin,2017,2,0,0.00%
SkyReacher Entertainment,2016,3,0,0.00%
SkyRiver Studios,2007,3,0,0.00%
SkyRiver Studios,2010,2,0,0.00%
SkyRiver Studios,2017,3,0,0.00%
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013,1,0,0.00%
"Skyboy Games,Sentry Games",2016,2,0,0.00%
Skydance Interactive,2017,2,0,0.00%
Skydome Entertainment,2016,5,0,0.00%
Skyhook Games,2015,3,0,0.00%
Skyhook Games,2016,14,0,0.00%
Skyhook Games,2017,8,0,0.00%
"Skyhook Games,Dovetail Games",2014,1,0,0.00%
Skyjaz Games,2016,8,0,0.00%
Skylands Dev Team,2017,5,0,0.00%
Skylar Stickley,2017,8,0,0.00%
Skyshine Games,2015,3,0,0.00%
"SkywardRiver,Zetasis,BeNjO,Nikakosa,Rex",2017,4,0,0.00%
Skywind Games,2013,2,0,0.00%
Sköll Studio,Unavailable data,1,0,0.00%
Slam,2008,2,0,0.00%
Slant Six Games,2012,9,0,0.00%
Slash Star Studios,2016,2,0,0.00%
Slashware Interactive,2017,3,0,0.00%
Slav Pankratov,2014,4,0,0.00%
Slavitica,2016,4,0,0.00%
Slayers' Stronghold Studios,2017,2,0,0.00%
Sledgehammer Games,2015,1,0,0.00%
Sledgehammer Games,2017,1,0,0.00%
"Sledgehammer Games,Raven Software",2014,1,0,0.00%
"Sledgehammer Games,Raven Software",2015,41,0,0.00%
"Sledgehammer Games,Raven Software",2017,2,0,0.00%
"Sledgehammer Games,Raven Software",Unavailable data,1,0,0.00%
SleepAllDays Studio,2016,12,0,0.00%
SleepNinja Games,2014,2,0,0.00%
Sleepless Clinic,2017,3,0,0.00%
Sleepy Duck,2016,3,0,0.00%
Sleepy Duck,2017,12,0,0.00%
Sleepy Spider Studios,2016,1,0,0.00%
Sleepy Studios,2015,4,0,0.00%
Slick Entertainment Inc.,2016,3,0,0.00%
Slight Super Powers,2017,3,0,0.00%
Slightly Mad Studios,2009,1,0,0.00%
Slightly Mad Studios,2011,1,0,0.00%
Slightly Mad Studios,2012,1,0,0.00%
Slightly Mad Studios,2015,27,0,0.00%
Slightly Mad Studios,2016,9,0,0.00%
Slightly Mad Studios,2017,2,0,0.00%
Slikey Games,2017,13,0,0.00%
SlimeSmile,2017,2,0,0.00%
Slitherine Ltd.,2010,2,0,0.00%
Slitherine Ltd.,2011,1,0,0.00%
Slitherine Ltd.,2012,1,0,0.00%
Slitherine Ltd.,2013,3,0,0.00%
Slitherine Ltd.,2014,3,0,0.00%
Slitherine Ltd.,2015,1,0,0.00%
Sliverbroom Studios,2016,3,0,0.00%
Sliverbroom Studios,2017,2,0,0.00%
Sloclap,2017,3,0,0.00%
Slothzilla Games,2017,1,0,0.00%
Sludj Games,2017,5,0,0.00%
Slug Disco Studios,2017,4,0,0.00%
Sluggerfly,2015,3,0,0.00%
SluggishtacoGames,2017,2,0,0.00%
Slumlord Industries,2017,3,0,0.00%
SlyGames,2017,14,0,0.00%
Smack Down Productions,2012,1,0,0.00%
Small Room Games,2016,2,0,0.00%
Small Town Studios,2015,2,0,0.00%
SmallGreenHill,2014,1,0,0.00%
SmartArt Game Studio,2015,3,0,0.00%
SmartHart Games,2016,4,0,0.00%
SmartHart Games,2017,6,0,0.00%
Smartbig Corportion,2012,3,0,0.00%
Smarter Games,2015,2,0,0.00%
Smartly Dressed Games,2014,5,0,0.00%
Smartly Dressed Games,2017,5,0,0.00%
Smash Game Studios,2017,5,0,0.00%
SmashGames,2014,4,0,0.00%
SmashGames,2015,4,0,0.00%
SmashMouth Games Ltd,2015,11,0,0.00%
SmashRiot LLC,2016,3,0,0.00%
Smashball Labs LLC,Unavailable data,2,0,0.00%
SmileBag Productions,2017,3,0,0.00%
SmileBoom Co.Ltd.,2016,2,0,0.00%
SmileBoom Co.Ltd.,2017,4,0,0.00%
"SmileBoom Co.Ltd.,Team GrisGris",2017,2,0,0.00%
"Smiling Buddha Games, LLC",2017,2,0,0.00%
Smit Parmar,2015,3,0,0.00%
Smit Parmar,2016,2,0,0.00%
SmiteWorks USA LLC,2014,2,0,0.00%
"SmiteWorks USA, LLC",2014,148,0,0.00%
"SmiteWorks USA, LLC",2015,239,0,0.00%
"SmiteWorks USA, LLC",2016,693,0,0.00%
"SmiteWorks USA, LLC",2017,1284,0,0.00%
Smokebox,2013,1,0,0.00%
Smokebox,2014,1,0,0.00%
Smokebox,2017,1,0,0.00%
Smokey Moose Games,2017,4,0,0.00%
Smoking WOLF,2014,2,0,0.00%
Smoking WOLF,2015,2,0,0.00%
Smolders,2014,3,0,0.00%
SmoleVN,2016,1,0,0.00%
Smoodlez,2015,6,0,0.00%
Smudged Cat Games Ltd,2012,2,0,0.00%
Smudged Cat Games Ltd,2014,1,0,0.00%
Smyowl,2015,2,0,0.00%
Smyowl Game Studio,2016,1,0,0.00%
Snack Games,2014,1,0,0.00%
SnagBox,2016,3,0,0.00%
Snail Games USA,2017,8,0,0.00%
Snail-Ninja Studio,2015,4,0,0.00%
Snail-Ninja Studio,2016,2,0,0.00%
Snails Animation,2015,3,0,0.00%
Snap Finger Click,2017,3,0,0.00%
Snapjaw Games GmbH,2016,4,0,0.00%
Snapshot Games Inc.,2015,5,0,0.00%
"Snarky Ant, LLC",2017,6,0,0.00%
Sneaky Mammoth,2015,3,0,0.00%
Sneaky Mammoth,2016,3,0,0.00%
Snipefish Entertainment,2013,4,0,0.00%
Snkl Studio,2017,8,0,0.00%
SnoutUp,2016,3,0,0.00%
SnowBiteGames,2015,2,0,0.00%
SnowFlame,2017,6,0,0.00%
"SnowFlame,Back To Basics Gaming",2016,7,0,0.00%
Snowbird Games,2013,2,0,0.00%
Snowbird Games,2014,2,0,0.00%
Snowbird Games,2015,5,0,0.00%
Snowbird Games,2016,5,0,0.00%
Snowbird Games,2017,3,0,0.00%
Snowbit Interactive,2016,2,0,0.00%
Snowblind Studios,2011,2,0,0.00%
Snowcastle Games,2016,6,0,0.00%
Snowcastle Games,2017,3,0,0.00%
Snowdon Games,2014,3,0,0.00%
Snowdrop Lab,2017,2,0,0.00%
Snowed In Studios,2014,3,0,0.00%
"Snowfall,Night Node Software",2016,3,0,0.00%
Snowflurry Entertainment,2017,3,0,0.00%
Snowhound Games,2017,4,0,0.00%
Snowrunner Games,2016,2,0,0.00%
Snowrunner Games,2017,2,0,0.00%
Snowy Productions,2016,2,0,0.00%
"Soap Interactive, Lion Game Lion",2017,5,0,0.00%
Soaphog,2017,3,0,0.00%
Soccer Manager Ltd,2015,9,0,0.00%
Soccer Manager Ltd,2016,10,0,0.00%
Soccer Manager Ltd,2017,3,0,0.00%
"Sochnoslivka, Luis Zuno",Unavailable data,2,0,0.00%
Social Loner Studios,2011,2,0,0.00%
Social Loner Studios,2012,3,0,0.00%
Sodigital,2017,2,0,0.00%
SoftCoder,2011,2,0,0.00%
SoftLab-NSK,2010,1,0,0.00%
SoftPlanet,2015,3,0,0.00%
SoftStar,2015,8,0,0.00%
SoftWarWare,2016,2,0,0.00%
SoftWarWare,2017,2,0,0.00%
SoftWeir Inc.,2015,7,0,0.00%
SoftWeir Inc.,2017,28,0,0.00%
Software Geezers,2017,3,0,0.00%
Sofuto Geimu,2017,2,0,0.00%
Sogoal,2016,4,0,0.00%
Soiree Games,2017,3,0,0.00%
Sokolab,2017,4,0,0.00%
Sokolov Yaroslav Vladimirovich,2017,3,0,0.00%
Sokpop Collective,2016,1,0,0.00%
Sol Bot Studios,2016,3,0,0.00%
Solanimus Inc.,2015,2,0,0.00%
Solar Sails Games,2016,3,0,0.00%
SolarByte,2016,2,0,0.00%
SolarByte,2017,2,0,0.00%
SolarLance,2017,2,0,0.00%
SolarLune Games,2017,3,0,0.00%
Soldak Entertainment,2007,3,0,0.00%
Soldak Entertainment,2010,3,0,0.00%
Soldak Entertainment,2011,3,0,0.00%
Soldak Entertainment,2012,3,0,0.00%
Soldak Entertainment,2013,3,0,0.00%
Soldak Entertainment,2016,3,0,0.00%
Soldak Entertainment,2017,3,0,0.00%
Solecismic Software,2014,4,0,0.00%
Solecismic Software,2016,1,0,0.00%
Solest Games,2015,6,0,0.00%
Solid Core,2017,6,0,0.00%
Solid Eight Studios,2016,3,0,0.00%
Solid Patterns,2017,4,0,0.00%
"SolidFace Technology Inc.,Oscar L.",2014,3,0,0.00%
Solo Instinct,2015,4,0,0.00%
Solomakha Taras,2017,9,0,0.00%
"Soloweb Studios,Ravens Eye Studio",2015,2,0,0.00%
Solved,2016,4,0,0.00%
Soma Games,2016,2,0,0.00%
Soma Games,2017,3,0,0.00%
SomaSim,2014,6,0,0.00%
SomaSim,2016,2,0,0.00%
SomaSim,2017,6,0,0.00%
Somber Dawn Studios,2017,2,0,0.00%
Sombr Studio,2017,10,0,0.00%
Sombrero Way Studio,2017,3,0,0.00%
Some-Fish,2016,2,0,0.00%
Something Classic Games LLC,2017,6,0,0.00%
Sometimes You,2015,10,0,0.00%
Sometimes You,2016,12,0,0.00%
Somi,2014,3,0,0.00%
Somi,2015,2,0,0.00%
Somi,2016,2,0,0.00%
Sonalysts,1997,1,0,0.00%
Sonalysts,1999,1,0,0.00%
Sonalysts,2001,1,0,0.00%
Sonalysts,2006,1,0,0.00%
Sonalysts Combat Simulations,2014,2,0,0.00%
Sonera Game Studio,2017,1,0,0.00%
Songquito UG,2013,3,0,0.00%
Sonic Boom Games,2010,10,0,0.00%
Sonic Sloth,2015,3,0,0.00%
Sonic Team,2015,1,0,0.00%
"Sonic Team,Hardlight",2017,14,0,0.00%
SonicPicnic,2016,3,0,0.00%
Sophie Houlden,2014,2,0,0.00%
Sorath,2016,2,0,0.00%
Sorcererstudios,2017,3,0,0.00%
Sortasoft LLC,2017,4,0,0.00%
Sos,2012,3,0,0.00%
Soul Catapult,2015,2,0,0.00%
Soul Catapult,2016,4,0,0.00%
Soul Forge,2015,2,0,0.00%
Soulid Studio,2013,1,0,0.00%
SoundStage13,2017,3,0,0.00%
Source Studio Ltd.,2010,2,0,0.00%
Sourena Game Studio,2014,4,0,0.00%
Sourena Game Studio,2016,1,0,0.00%
South East Games,2014,4,0,0.00%
South East Games,2015,3,0,0.00%
Southend,2013,2,0,0.00%
Soverance Studios,2017,4,0,0.00%
Soviet Games,2014,4,0,0.00%
Soviet Games,Unavailable data,3,0,0.00%
Space Boat Studios,2015,7,0,0.00%
Space Budgie,2013,1,0,0.00%
Space Budgie,2016,2,0,0.00%
Space Bullet Dynamics Corporation,2013,3,0,0.00%
Space Cat Studios,2015,1,0,0.00%
"Space Cat Studios,SnowFlame,Back To Basics Gaming",2015,2,0,0.00%
Space Fractal,2016,4,0,0.00%
Space Fractal,2017,6,0,0.00%
"Space Fractal,TempleTiger",2016,10,0,0.00%
Space Lizard Studio LTD,2016,6,0,0.00%
Space Monkey International,2015,8,0,0.00%
Space Monkey International,2016,2,0,0.00%
Space Pupper Games,Unavailable data,3,0,0.00%
Space Wedgie,2015,4,0,0.00%
Space Wedgie,2016,7,0,0.00%
Spaceboy Games,2017,6,0,0.00%
Spacelight Studio,2017,3,0,0.00%
Spaces of Play,2012,3,0,0.00%
Spaces of Play UG,2017,4,0,0.00%
Spacevb Studio,2017,5,0,0.00%
Spark Plug Games,2015,2,0,0.00%
Spark Plug Games,2016,2,0,0.00%
"Spark Plug Games, LLC",2016,1,0,0.00%
Spark Unlimited,2013,6,0,0.00%
"Spark Unlimited,comcept Inc.,Team NINJA",2014,2,0,0.00%
SparkLightGames,2017,3,0,0.00%
Sparkypants Studios LLC,2017,7,0,0.00%
"Sparpweed,Codeglue",2014,3,0,0.00%
Spasman Games,2014,2,0,0.00%
Spasman Games,2015,1,0,0.00%
Spasman Games,2017,9,0,0.00%
Spearhead Games,2013,4,0,0.00%
Spearhead Games,2014,21,0,0.00%
Spearhead Games,2016,12,0,0.00%
Special Bit,2016,1,0,0.00%
Special Bit,2017,2,0,0.00%
Special Circumstances,2015,4,0,0.00%
Specialbit Studio,2015,9,0,0.00%
Specialbit Studio,2017,3,0,0.00%
Specter Game Studios,2016,4,0,0.00%
Spectral Games,2011,1,0,0.00%
Spectral Games,2015,2,0,0.00%
Spectre EU,2017,3,0,0.00%
Spectrum Games,2016,6,0,0.00%
Spectrum Games,2017,6,0,0.00%
Spectrum Holobyte,1987,1,0,0.00%
Spectrum Holobyte,1988,1,0,0.00%
Spectrum Holobyte,1994,1,0,0.00%
Speedy,2017,5,0,0.00%
Speelbaars,2015,4,0,0.00%
Spelkraft,2016,6,0,0.00%
Spellbind Studios,2016,2,0,0.00%
Spellbook,2016,5,0,0.00%
Spellbook,2017,6,0,0.00%
Spellbound,2001,2,0,0.00%
Spellbound,2002,1,0,0.00%
Spellbound,2004,1,0,0.00%
Spellbound,2006,1,0,0.00%
Spellbound,2009,1,0,0.00%
Spellbound AG,1998,1,0,0.00%
Spellbound Studios,2010,1,0,0.00%
Spellbound Studios,2011,1,0,0.00%
"Sperasoft, Inc.",2013,6,0,0.00%
"Sphere, Inc.",1989,1,0,0.00%
Spicy Gyro Games,2017,4,0,0.00%
Spicy Horse,2014,4,0,0.00%
Spicy Horse Games,2014,34,0,0.00%
Spicy Horse Games,2015,3,0,0.00%
Spicy Tails,2014,1,0,0.00%
Spicy Tails,2015,2,0,0.00%
Spicy Tails,2016,2,0,0.00%
Spicy Tails,2017,2,0,0.00%
Spicyhorse,2014,12,0,0.00%
Spicyhorse Games,2014,2,0,0.00%
Spider Key Games,2016,3,0,0.00%
Spiderling Studios,2015,3,0,0.00%
Spidermonk Entertainment,2009,1,0,0.00%
Spiders,2013,2,0,0.00%
Spiders Studio,2014,1,0,0.00%
Spiderweb Software,2001,3,0,0.00%
Spiderweb Software,2003,3,0,0.00%
Spiderweb Software,2005,3,0,0.00%
Spiderweb Software,2006,3,0,0.00%
Spiderweb Software,2008,6,0,0.00%
Spiderweb Software,2011,2,0,0.00%
Spiderweb Software,2012,9,0,0.00%
Spiderweb Software,2013,3,0,0.00%
Spiderweb Software,2015,4,0,0.00%
Spiderweb Software,2016,8,0,0.00%
Spiderwork Games,2015,8,0,0.00%
Spiderwork Games,2017,2,0,0.00%
Spiele-Palast GmbH,2017,4,0,0.00%
"Spiff Tune,Nickervision Studios",2016,3,0,0.00%
"Spike Chunsoft Co., Ltd.",2016,7,0,0.00%
"Spike Chunsoft Co., Ltd.",2017,2,0,0.00%
"Spike Chunsoft Co., Ltd.,Abstraction Games",2016,2,0,0.00%
Spike Nail Studio,2017,5,0,0.00%
Spike Productions,2017,5,0,0.00%
Spiky Caterpillar,2009,2,0,0.00%
SpikySnail,2013,3,0,0.00%
SpikySnail,2014,3,0,0.00%
Spilt Milk Studios,2015,3,0,0.00%
Spilt Milk Studios Ltd,2015,2,0,0.00%
Spilt Milk Studios Ltd,2016,5,0,0.00%
Spilt Milk Studios Ltd,Unavailable data,4,0,0.00%
SpinTop Games,2007,2,0,0.00%
SpinTop Games,2008,2,0,0.00%
SpinTop Games,2009,3,0,0.00%
Spinal Games,2017,2,0,0.00%
Splash Damage,2011,5,0,0.00%
Splash Damage,2017,6,0,0.00%
Splash Damage,Unavailable data,2,0,0.00%
Splashteam,2017,4,0,0.00%
Splatter Squad,2017,1,0,0.00%
"Splendy Interactive,Wales Interactive",2016,4,0,0.00%
Spline Games,2009,1,0,0.00%
Split Polygon,2015,4,0,0.00%
"Split Polygon,Curtis Schweitzer",2017,3,0,0.00%
SplitmediaLabs,2012,2,0,0.00%
SplitmediaLabs,2016,2,0,0.00%
Spooky Cat,2015,2,0,0.00%
Spooky Doorway,2017,3,0,0.00%
"Spooky Doorway,Ben Prunty",2017,3,0,0.00%
Spooky Squid Games Inc.,2012,3,0,0.00%
Spooky Star,2015,1,0,0.00%
SpookyFish Games,2015,2,0,0.00%
Spoony Bard Productions,2017,1,0,0.00%
Sport1 GmbH,2014,2,0,0.00%
Sports Interactive,2015,2,0,0.00%
Sports Interactive,2016,34,0,0.00%
Sports Interactive,2017,38,0,0.00%
"Sports Interactive,Creative Assembly,Rovio,Torn Banner,Team 17,Sumo Digital,Bossa,Curve Digital,Hardlight,Spilt Milk Studios Ltd,Modern Dream",2016,1,0,0.00%
"Sports Mogul, Inc.",2013,4,0,0.00%
"Sports Mogul, Inc.",2014,12,0,0.00%
"Sports Mogul, Inc.",2015,4,0,0.00%
"Sports Mogul, Inc.",2017,8,0,0.00%
Spotted Zebra Software LLC,2017,8,0,0.00%
Spread Shot Studios LLC,2017,4,0,0.00%
Springloaded,2016,7,0,0.00%
Spritewrench,2015,4,0,0.00%
Sproing,2014,10,0,0.00%
Sproing,2017,3,0,0.00%
"Sproing,Neopica",2017,2,0,0.00%
Spry Fox LLC,2012,3,0,0.00%
Spry Fox LLC,2014,1,0,0.00%
Spry Fox LLC,2017,2,0,0.00%
Spydersoft,2017,4,0,0.00%
Spytihněv,2017,2,0,0.00%
Squad,2015,2,0,0.00%
Square Enix,2009,2,0,0.00%
Square Enix,2013,5,0,0.00%
Square Enix,2014,8,0,0.00%
Square Enix,2015,6,0,0.00%
Square Enix,2016,2,0,0.00%
Square Enix,2017,9,0,0.00%
Square Enix Montréal,2016,2,0,0.00%
"Square Enix,ArtePiazza",2017,1,0,0.00%
"Square Enix,DotEmu SAS.",2014,1,0,0.00%
"Square Enix,KOEI TECMO GAMES CO., LTD.",2017,2,0,0.00%
"Square Enix,PopCap Games, Inc.",2009,1,0,0.00%
"Square Enix,tri-Ace",2017,2,0,0.00%
Squatting Penguins,2015,3,0,0.00%
Squeaky Wheel,2016,3,0,0.00%
Squeaky Wheel Studio Inc,2017,4,0,0.00%
Squid In A Box Ltd,2014,3,0,0.00%
Squid In A Box Ltd,2015,4,0,0.00%
Squiddershins,2015,6,0,0.00%
Squinkifer Productions,2014,2,0,0.00%
Squinky and the Squinkettes,2014,2,0,0.00%
Squirrelbot Games,2015,3,0,0.00%
Squish Studios LLC,2017,3,0,0.00%
St. Michael's Girls School,2015,1,0,0.00%
Stage 2 Studios,2014,3,0,0.00%
Stage Clear Studios,2014,4,0,0.00%
Stage Clear Studios,2017,2,0,0.00%
Stained Glass Llama,2016,5,0,0.00%
Stainless Games,2011,1,0,0.00%
Stainless Games,2012,42,0,0.00%
Stainless Games,2013,45,0,0.00%
Stainless Games,2014,7,0,0.00%
Stainless Games Ltd,1997,3,0,0.00%
Stainless Games Ltd,1998,3,0,0.00%
Stainless Games Ltd,2011,5,0,0.00%
Stainless Games Ltd,2012,1,0,0.00%
Stainless Games Ltd,2016,1,0,0.00%
Stainless Games Ltd.,2015,2,0,0.00%
Stainless games,2014,2,0,0.00%
Stairfall Institute,2017,1,0,0.00%
"Stairport Sceneries,Maps2XPlane",2017,1,0,0.00%
StalkerAlex,2016,4,0,0.00%
StalkerAlex,2017,5,0,0.00%
StalkerAlex..,2017,2,0,0.00%
Stamina-Games,2015,4,0,0.00%
Standby,2017,4,0,0.00%
"Standing Stone Games, LLC",2012,10,0,0.00%
"Standing Stone Games, LLC",2013,8,0,0.00%
Stanislaw Truchowski,2017,2,0,0.00%
Star Drifters,2017,4,0,0.00%
Star Gem Inc.,2013,28,0,0.00%
Star Gem Inc.,2015,28,0,0.00%
Star Legion,2017,15,0,0.00%
Star Maid Games,2015,2,0,0.00%
Star Maid Games,2017,1,0,0.00%
Star Vault AB,2015,5,0,0.00%
StarBlade,2017,3,0,0.00%
StarQuail Games,2013,2,0,0.00%
StarSystemStudios™,2016,3,0,0.00%
StarSystemStudios™,2017,8,0,0.00%
"StarSystemStudios™,Jaryd Brad Spann",2016,8,0,0.00%
"StarSystemStudios™,Jaryd Brad Spann",2017,2,0,0.00%
StarWraith 3D Games LLC,2012,3,0,0.00%
StarWraith 3D Games LLC,2016,2,0,0.00%
Starbreeze,2003,1,0,0.00%
Starbreeze Studios AB,2013,3,0,0.00%
Stardale Studio,2016,3,0,0.00%
Stardock,2017,12,0,0.00%
Stardock Entertainment,2001,2,0,0.00%
Stardock Entertainment,2011,1,0,0.00%
Stardock Entertainment,2012,1,0,0.00%
Stardock Entertainment,2013,13,0,0.00%
Stardock Entertainment,2014,7,0,0.00%
