release_year,sentiment_analysis,developer
2012,1,Valve
2012,1,Valve
2013,1,Telltale Games
2007,2,Valve
2007,2,Valve
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac,Linux)"
2015,1,Dingaling
2015,1,Dingaling
2015,1,Dingaling
2016,0,"Idea Factory,Compile Heart,Sting"
2016,0,"Idea Factory,Compile Heart,Sting"
2012,2,Arkane Studios
2012,2,Arkane Studios
2014,2,The Astronauts
2014,2,The Astronauts
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,0,Obsidian Entertainment
2014,0,Obsidian Entertainment
2014,0,Obsidian Entertainment
2012,2,Arkane Studios
2012,2,Arkane Studios
2009,1,Bethesda Game Studios
2015,0,"Circle Five Studios,Pub Games"
2015,0,"Circle Five Studios,Pub Games"
2013,1,Positech Games
2013,1,Positech Games
2013,1,Positech Games
2010,1,Valve
2012,2,Valve
2015,2,Double Damage Games
2015,2,Double Damage Games
2015,2,Double Damage Games
2015,2,Double Damage Games
2015,2,Double Damage Games
2007,1,Valve
2007,1,Valve
2007,1,Valve
2007,1,Valve
2012,0,Daedalic Entertainment
2012,0,Daedalic Entertainment
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2014,1,Telltale Games
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2011,1,Volition
2014,1,Phosphor Games Studio
2014,1,Phosphor Games Studio
2014,1,Phosphor Games Studio
2014,1,Phosphor Games Studio
2014,1,Phosphor Games Studio
2007,1,Valve
2007,1,Valve
2015,1,Ubisoft Montreal
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2013,1,Digital Extremes
2013,1,Digital Extremes
2008,2,Razorworks
2014,1,Obsidian Entertainment
2014,1,Obsidian Entertainment
2014,1,Obsidian Entertainment
2015,0,Doctor Entertainment AB
2015,0,Doctor Entertainment AB
2015,0,Doctor Entertainment AB
2013,2,Bossa Studios
2013,2,Bossa Studios
2013,2,Bossa Studios
2009,2,Valve
2013,2,Digital Extremes
2013,2,Digital Extremes
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2012,0,Torn Banner Studios
2012,0,Torn Banner Studios
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2012,0,Daybreak Game Company
2012,0,Daybreak Game Company
2012,0,Daybreak Game Company
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2012,1,Arkane Studios
2012,1,Arkane Studios
2014,1,"Dejobaan Games, LLC"
2014,1,"Dejobaan Games, LLC"
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2000,1,Rebellion
2009,1,Tripwire Interactive
2007,2,Zombie Panic Team
2007,2,Zombie Panic Team
2007,2,Zombie Panic Team
2013,2,Transhuman Design
2013,2,Transhuman Design
2007,1,Valve
2007,1,Valve
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2014,2,Elijah Newman-Gomez
2014,2,Elijah Newman-Gomez
2014,2,Elijah Newman-Gomez
2014,2,Elijah Newman-Gomez
2014,0,Coffee Stain Studios
2014,0,Coffee Stain Studios
2014,0,Coffee Stain Studios
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2012,1,Telltale Games
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2015,1,Team Fractal Alligator
2015,1,Team Fractal Alligator
2012,1,Torn Banner Studios
2012,1,Torn Banner Studios
2013,1,3909
2013,1,3909
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2009,1,Tripwire Interactive
1999,1,Team17 Digital Ltd
2013,2,Alexander Bruce
2013,2,Alexander Bruce
2015,0,Rocksteady Studios
2015,0,Rocksteady Studios
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2010,1,Bohemia Interactive
2016,2,Klei Entertainment
2016,2,Klei Entertainment
2016,2,Klei Entertainment
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2015,1,Introversion Software
2015,1,Introversion Software
2015,1,Introversion Software
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2000,2,Valve
2012,1,Valve
2015,1,STRIKEWORKS
2012,2,"Io-Interactive A/S,Feral Interactive (Mac)"
2014,1,"WayForward,Abstraction Games"
2014,1,"WayForward,Abstraction Games"
2015,1,Brace Yourself Games
2015,1,Brace Yourself Games
2015,1,Brace Yourself Games
2013,1,Ian Campbell
2013,1,Ian Campbell
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2013,0,"Monochrome, Inc"
2013,0,"Monochrome, Inc"
2013,0,"Monochrome, Inc"
2014,1,Mechanist Games
2014,1,Mechanist Games
2014,1,Mechanist Games
2014,1,Mechanist Games
2009,2,Paradox Development Studio
2012,1,FromSoftware
2012,1,FromSoftware
2009,2,Valve
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2011,1,800 North and Digital Ranch
2011,1,800 North and Digital Ranch
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2010,1,Valve
2015,2,"Jundroo, LLC"
2015,2,"Jundroo, LLC"
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2013,1,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2007,1,Valve
2007,1,Valve
2014,2,"Nicalis, Inc."
2014,1,"Roll7,General Arcade"
2014,1,"Roll7,General Arcade"
2014,2,Telltale Games
2015,1,Erik Asmussen
2015,1,Erik Asmussen
2015,1,Erik Asmussen
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2013,2,Cherry Pop Games
2013,2,Cherry Pop Games
2013,2,Cherry Pop Games
2013,2,Cherry Pop Games
2013,2,Cherry Pop Games
2007,2,Valve
2007,2,Valve
2004,2,Valve
2012,2,Hardsuit Labs
2012,2,Hardsuit Labs
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2017,2,Freejam
2014,1,Double Action Factory
2014,1,Double Action Factory
2014,1,Double Action Factory
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2009,2,"Infinity Ward,Aspyr (Mac)"
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2012,2,Love Conquers All Games
1995,2,LucasArts
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2011,2,Daybreak Game Company
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2004,1,Valve
2008,1,BioWare
2008,1,BioWare
2016,2,The Game Bakers
2015,2,Eyzi
2015,2,Eyzi
2015,2,Eyzi
2009,1,Volition
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2013,2,Ninja Theory
2013,2,Ninja Theory
2016,2,Paul Fisch
2016,2,Paul Fisch
2016,2,Paul Fisch
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2011,1,BlueGiant Interactive
2011,1,BlueGiant Interactive
2011,1,BlueGiant Interactive
2013,1,Deep Silver Volition
2013,1,Deep Silver Volition
2007,1,"2K Boston,2K Australia"
2007,1,"2K Boston,2K Australia"
2005,0,Croteam
2005,0,Croteam
2014,2,Edge of Reality
2014,2,Edge of Reality
2014,2,Edge of Reality
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Big Robot Ltd
2013,1,Big Robot Ltd
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2007,1,Valve
2007,1,Valve
2004,2,Valve
2007,1,Valve
2007,1,Valve
2007,1,Valve
2007,1,Valve
2013,1,Telltale Games
2009,1,DICE
2009,1,DICE
2012,0,Valve
2009,2,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2012,1,FireFly Studios
2012,1,FireFly Studios
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2014,1,"Elias Viglione,Jussi Kukkonen"
2015,0,"Rocketeer Games Studio, LLC"
2015,0,"Rocketeer Games Studio, LLC"
2015,0,"Rocketeer Games Studio, LLC"
2015,0,"Rocketeer Games Studio, LLC"
2015,0,"Rocketeer Games Studio, LLC"
2014,1,"Mighty Rabbit Studios,Gun."
2014,1,"Mighty Rabbit Studios,Gun."
2014,1,"Mighty Rabbit Studios,Gun."
2014,1,"Mighty Rabbit Studios,Gun."
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2000,2,Valve
2012,1,Valve
2013,2,Square Enix
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2016,2,Tripwire Interactive
2012,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2012,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2014,1,Infinity Ward
2012,1,Valve
2013,2,Team Psykskallar
2013,2,Team Psykskallar
2013,2,Team Psykskallar
2004,1,Valve
2015,0,NotGames
2008,1,Treyarch
2012,1,Valve
2014,1,Airtight Games
2014,1,Airtight Games
2014,1,Airtight Games
2015,2,Rockstar North
2015,2,Rockstar North
2007,1,Valve
2012,0,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,1,Crate Entertainment
2016,1,Crate Entertainment
2016,1,Crate Entertainment
2016,1,Crate Entertainment
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2009,1,DICE
2009,1,DICE
2007,1,Valve
2007,1,Valve
2012,2,Valve
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2013,0,Big Robot Ltd
2013,0,Big Robot Ltd
2012,1,Valve
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2007,1,Valve
2007,1,Valve
2016,1,Hi-Rez Studios
2016,1,Hi-Rez Studios
2016,1,Hi-Rez Studios
2009,1,Criterion Games
2015,2,Rockstar North
2015,2,Rockstar North
2014,0,Pixeljam
2005,1,id Software
2011,1,Valve
2011,1,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2016,1,Techland
2016,1,Techland
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,Crytek
2014,2,Crytek
2014,2,Crytek
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2013,2,"Trek Industries, Inc"
2010,1,Valve
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2015,1,Dominique Grieshofer
2015,1,Dominique Grieshofer
2015,1,Dominique Grieshofer
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2013,2,Arachnid Games
2013,2,Arachnid Games
2011,2,Zeroscale
2011,2,Zeroscale
2011,2,Zeroscale
2011,2,Zeroscale
2011,2,Zeroscale
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2006,1,"Frontier,Aspyr (Mac)"
2006,1,"Frontier,Aspyr (Mac)"
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2015,2,XLGAMES
2015,2,XLGAMES
2015,2,XLGAMES
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2007,1,Valve
2007,1,Valve
2009,1,Invent4 Entertainment
2012,2,Valve
2014,0,Stegersaurus Software Inc.
2014,0,Stegersaurus Software Inc.
2014,0,Stegersaurus Software Inc.
2014,2,Zeiva Inc
2014,2,Zeiva Inc
2014,2,Zeiva Inc
2014,2,Zeiva Inc
2007,2,Valve
2007,2,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,2,Creative Assembly
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2009,1,Gearbox Software
2009,1,Gearbox Software
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2010,0,Avalanche Studios
2010,0,Avalanche Studios
2012,2,Power of 2
2012,2,Power of 2
2012,2,Power of 2
2012,2,Power of 2
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2012,2,Subset Games
2012,2,Subset Games
2012,2,Subset Games
2016,1,OVERKILL - a Starbreeze Studio.
2016,1,OVERKILL - a Starbreeze Studio.
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2013,1,Flying Wild Hog
2013,1,Flying Wild Hog
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2012,1,Spooky Squid Games Inc.
2012,1,Spooky Squid Games Inc.
2016,1,"FromSoftware, Inc."
2012,1,Valve
2015,1,tobyfox
2015,1,tobyfox
2015,0,Dennaton Games
2015,0,Dennaton Games
2015,2,Squad
2015,2,Squad
2007,2,Valve
2007,2,Valve
2012,1,Rebellion
2012,1,Yager Development
2012,1,Yager Development
2012,0,Valve
2014,1,Soviet Games
2014,1,Soviet Games
2014,1,Soviet Games
2014,1,Soviet Games
2011,2,Arrowhead Game Studios
2011,2,Arrowhead Game Studios
2004,1,Valve
2005,1,Pandemic Studios
2007,1,Valve
2007,1,Valve
2010,1,Valve
2014,0,Edge of Reality
2014,0,Edge of Reality
2014,0,Edge of Reality
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2016,0,Numinous Games
2016,0,Numinous Games
2015,2,Colossal Order Ltd.
2015,2,Colossal Order Ltd.
2014,1,Machine Games
2010,2,Brawsome
2010,2,Brawsome
2010,2,Brawsome
2007,2,"2K Boston,2K Australia"
2007,2,"2K Boston,2K Australia"
2009,1,"Dejobaan Games, LLC"
2009,1,"Dejobaan Games, LLC"
2009,1,"Dejobaan Games, LLC"
2015,0,Squad
2015,0,Squad
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,2,Treyarch
2016,1,Tripwire Interactive
2004,1,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2011,1,Volition
2013,1,Lab Zero Games
2013,1,Lab Zero Games
2012,0,Unknown Worlds Entertainment
2012,0,Unknown Worlds Entertainment
2012,0,Unknown Worlds Entertainment
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,2,Reloaded Productions
2011,2,Reloaded Productions
2011,2,Reloaded Productions
2013,2,Cellar Door Games
2013,2,Cellar Door Games
2013,2,Cellar Door Games
2009,1,Tripwire Interactive
2016,1,ConcernedApe
2016,1,ConcernedApe
2016,1,ConcernedApe
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2010,1,Gas Powered Games
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,1,Valve
2007,2,"Eric Hartman,Ben Garney,Anthony Rotondo"
2007,2,"Eric Hartman,Ben Garney,Anthony Rotondo"
2007,2,"Eric Hartman,Ben Garney,Anthony Rotondo"
2004,1,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2012,2,Airtight Games
2012,2,Airtight Games
2010,1,Avalanche Studios
2010,1,Avalanche Studios
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2010,1,Valve
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2014,1,"CI Games,Deck 13"
2014,1,"CI Games,Deck 13"
2016,2,Tripwire Interactive
2015,1,DIMPS
2014,1,Crazy Moo Games
2014,1,Crazy Moo Games
2014,1,Crazy Moo Games
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,1,Cryptic Studios
2013,1,Cryptic Studios
2013,1,Cryptic Studios
2013,1,Cryptic Studios
2013,1,Cryptic Studios
2013,1,Cellar Door Games
2013,1,Cellar Door Games
2013,1,Cellar Door Games
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2012,1,Smack Down Productions
2009,1,Tripwire Interactive
2016,1,Tripwire Interactive
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2013,2,The Indie Stone
2013,2,The Indie Stone
2013,2,The Indie Stone
2013,2,The Indie Stone
2010,2,Valve
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2013,1,Traveller's Tales
2013,1,Traveller's Tales
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2015,1,Playsaurus
2010,2,Telltale Games
2010,2,Telltale Games
2013,2,Digital Extremes
2013,2,Digital Extremes
2013,2,CyberConnect2 Co. Ltd.
2013,2,CyberConnect2 Co. Ltd.
2015,2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2015,2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2004,2,Valve
2013,1,Techland
2013,2,Team Psykskallar
2013,2,Team Psykskallar
2013,2,Team Psykskallar
2015,0,Treyarch
2015,0,Treyarch
2014,2,Fistful of Frags Team
2014,2,Fistful of Frags Team
2014,2,Fistful of Frags Team
2012,2,Muse Games
2012,2,Muse Games
2012,2,Muse Games
2012,2,Muse Games
2014,1,Supergiant Games
2014,1,Supergiant Games
2014,1,Supergiant Games
2014,1,Cyanide Studio
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2013,1,"Eidos Montreal,Feral Interactive (Mac)"
2013,1,"Eidos Montreal,Feral Interactive (Mac)"
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2015,1,"M2H,Blackmill Games"
2015,1,"M2H,Blackmill Games"
2015,1,"M2H,Blackmill Games"
2011,2,Volition
2012,1,Jagex Limited
2012,1,Jagex Limited
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2016,2,Axolot Games
2016,2,Axolot Games
2016,2,Axolot Games
2016,2,Axolot Games
2016,2,Axolot Games
2014,1,Hörberg Productions
2014,1,Hörberg Productions
2013,2,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2013,2,"FIX Korea, Co.LTD,FIX Games, Co. LTD"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2015,2,"Milan Kazarka,Jeroen van Oosten"
2015,2,"Milan Kazarka,Jeroen van Oosten"
2015,2,"Milan Kazarka,Jeroen van Oosten"
2007,2,Valve
2007,2,Valve
2016,1,Paul Fisch
2016,1,Paul Fisch
2016,1,Paul Fisch
2007,2,Zombie Panic Team
2007,2,Zombie Panic Team
2007,2,Zombie Panic Team
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Ed Key and David Kanaga
2013,1,Ed Key and David Kanaga
2013,1,Ed Key and David Kanaga
2012,1,Valve
2010,2,Two Tribes
2010,2,Two Tribes
2010,2,Two Tribes
2013,1,FullPowerSideAttack.com
2013,1,FullPowerSideAttack.com
2013,1,FullPowerSideAttack.com
2014,1,Giants Software
2010,2,Over the Top Games
2010,2,Over the Top Games
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2012,2,Valve
2009,1,Criterion Games
2015,2,Konami Digital Entertainment
2015,2,Konami Digital Entertainment
2015,1,"AndrewMD5,Codeusa"
2012,2,Nexon
2012,2,Nexon
2012,2,Nexon
2012,2,Nexon
2012,2,Nexon
